text,label
not insufficiency,1
plea,1
not plea,0
insufficient,0
not insufficient,1
pleasant,1
not pleasant,0
insufficiently,0
not insufficiently,1
pleasantly,1
not pleasantly,0
insular,0
not insular,1
please,1
not please,0
insult,0
not insult,1
pleased,1
not pleased,0
insulted,0
not insulted,1
pleasing,1
not pleasing,0
insulting,0
not insulting,1
pleasurable,1
not pleasurable,0
insultingly,0
not insultingly,1
pleasure,1
not pleasure,0
insults,0
not insults,1
plenitude,1
not plenitude,0
insupportable,0
not insupportable,1
plenteous,1
not plenteous,0
insurmountable,0
not insurmountable,1
plentiful,1
not plentiful,0
insurmountably,0
not insurmountably,1
plenty,1
not plenty,0
insurrection,0
not insurrection,1
pliability,1
not pliability,0
intense,0
not intense,1
pliable,1
not pliable,0
interfere,0
not interfere,1
plucky,1
not plucky,0
interference,0
not interference,1
plug,1
not plug,0
interferes,0
not interferes,1
plum,1
not plum,0
intermittent,0
not intermittent,1
plummy,1
not plummy,0
interrupt,0
not interrupt,1
plump,1
not plump,0
interruption,0
not interruption,1
plus,1
not plus,0
interruptions,0
not interruptions,1
plush,1
not plush,0
intimidate,0
not intimidate,1
poet,1
not poet,0
intimidating,0
not intimidating,1
poetic,1
not poetic,0
intimidatingly,0
not intimidatingly,1
poetical,1
not poetical,0
intimidation,0
not intimidation,1
poise,1
not poise,0
intolerable,0
not intolerable,1
polish,1
not polish,0
intolerance,0
not intolerance,1
polite,1
not polite,0
intoxicate,0
not intoxicate,1
politely,1
not politely,0
intractable,0
not intractable,1
politeness,1
not politeness,0
intransigence,0
not intransigence,1
popular,1
not popular,0
intransigent,0
not intransigent,1
popularity,1
not popularity,0
intrude,0
not intrude,1
portable,1
not portable,0
intrusion,0
not intrusion,1
portal,1
not portal,0
intrusive,0
not intrusive,1
portray,1
not portray,0
inundate,0
not inundate,1
posh,1
not posh,0
inundated,0
not inundated,1
positive,1
not positive,0
invader,0
not invader,1
positively,1
not positively,0
invalid,0
not invalid,1
positivity,1
not positivity,0
invalidate,0
not invalidate,1
possess,1
not possess,0
invalidity,0
not invalidity,1
possibility,1
not possibility,0
invasive,0
not invasive,1
possible,1
not possible,0
invective,0
not invective,1
potent,1
not potent,0
inveigle,0
not inveigle,1
potential,1
not potential,0
invidious,0
not invidious,1
power,1
not power,0
invidiously,0
not invidiously,1
powerful,1
not powerful,0
invidiousness,0
not invidiousness,1
practical,1
not practical,0
invisible,0
not invisible,1
practicality,1
not practicality,0
involuntarily,0
not involuntarily,1
practice,1
not practice,0
involuntary,0
not involuntary,1
practiced,1
not practiced,0
irascible,0
not irascible,1
pragmatic,1
not pragmatic,0
irate,0
not irate,1
pragmatically,1
not pragmatically,0
irately,0
not irately,1
praise,1
not praise,0
ire,0
not ire,1
praiseworthy,1
not praiseworthy,0
irk,0
not irk,1
pray,1
not pray,0
irked,0
not irked,1
prayer,1
not prayer,0
irking,0
not irking,1
precious,1
not precious,0
irks,0
not irks,1
precise,1
not precise,0
irksome,0
not irksome,1
precisely,1
not precisely,0
irksomely,0
not irksomely,1
precision,1
not precision,0
irksomeness,0
not irksomeness,1
predominant,1
not predominant,0
ironic,0
not ironic,1
preeminent,1
not preeminent,0
ironical,0
not ironical,1
preferable,1
not preferable,0
ironically,0
not ironically,1
preferred,1
not preferred,0
ironies,0
not ironies,1
premier,1
not premier,0
irony,0
not irony,1
premium,1
not premium,0
irrational,0
not irrational,1
prepare,1
not prepare,0
irrationality,0
not irrationality,1
prepared,1
not prepared,0
irrationally,0
not irrationally,1
preparedness,1
not preparedness,0
irrationals,0
not irrationals,1
preponderant,1
not preponderant,0
irreconcilable,0
not irreconcilable,1
prepotent,1
not prepotent,0
irrecoverable,0
not irrecoverable,1
presence,1
not presence,0
irrecoverably,0
not irrecoverably,1
present,1
not present,0
irredeemable,0
not irredeemable,1
preservation,1
not preservation,0
irredeemably,0
not irredeemably,1
preserve,1
not preserve,0
irregular,0
not irregular,1
president,1
not president,0
irregularity,0
not irregularity,1
prestige,1
not prestige,0
irrelevance,0
not irrelevance,1
prestigious,1
not prestigious,0
irrelevant,0
not irrelevant,1
presto,1
not presto,0
irreparable,0
not irreparable,1
prettiness,1
not prettiness,0
irrepressible,0
not irrepressible,1
pretty,1
not pretty,0
irresolute,0
not irresolute,1
prevail,1
not prevail,0
irresoluteirresponsible,0
not irresoluteirresponsible,1
prevailing,1
not prevailing,0
irresponsible,0
not irresponsible,1
prevalent,1
not prevalent,0
irresponsibly,0
not irresponsibly,1
priceless,1
not priceless,0
irresponsiblyirretrievable,0
not irresponsiblyirretrievable,1
pride,1
not pride,0
irretrievable,0
not irretrievable,1
primal,1
not primal,0
irreversible,0
not irreversible,1
primary,1
not primary,0
irritable,0
not irritable,1
prime,1
not prime,0
irritably,0
not irritably,1
primo,1
not primo,0
irritant,0
not irritant,1
prince,1
not prince,0
irritate,0
not irritate,1
princely,1
not princely,0
irritated,0
not irritated,1
princess,1
not princess,0
irritating,0
not irritating,1
principal,1
not principal,0
irritation,0
not irritation,1
principle,1
not principle,0
irritations,0
not irritations,1
principled,1
not principled,0
isolate,0
not isolate,1
prior,1
not prior,0
isolated,0
not isolated,1
priority,1
not priority,0
isolation,0
not isolation,1
pristine,1
not pristine,0
issue,0
not issue,1
privacy,1
not privacy,0
issues,0
not issues,1
private,1
not private,0
itch,0
not itch,1
privilege,1
not privilege,0
itching,0
not itching,1
privileged,1
not privileged,0
itchy,0
not itchy,1
prize,1
not prize,0
jabber,0
not jabber,1
prized,1
not prized,0
jaded,0
not jaded,1
prizewinner,1
not prizewinner,0
jagged,0
not jagged,1
pro,1
not pro,0
jam,0
not jam,1
proactive,1
not proactive,0
jarring,0
not jarring,1
process,1
not process,0
jaundiced,0
not jaundiced,1
prodigious,1
not prodigious,0
jealous,0
not jealous,1
prodigy,1
not prodigy,0
jealously,0
not jealously,1
produce,1
not produce,0
jealousness,0
not jealousness,1
productive,1
not productive,0
jealousy,0
not jealousy,1
productively,1
not productively,0
jeer,0
not jeer,1
productivity,1
not productivity,0
jeering,0
not jeering,1
professional,1
not professional,0
jeeringly,0
not jeeringly,1
professor,1
not professor,0
jeers,0
not jeers,1
proficient,1
not proficient,0
jeopardize,0
not jeopardize,1
profit,1
not profit,0
jeopardy,0
not jeopardy,1
profitable,1
not profitable,0
jerk,0
not jerk,1
profound,1
not profound,0
jerky,0
not jerky,1
profoundly,1
not profoundly,0
jitter,0
not jitter,1
profuse,1
not profuse,0
jitters,0
not jitters,1
profusion,1
not profusion,0
jittery,0
not jittery,1
progress,1
not progress,0
job-killing,0
not job-killing,1
progressive,1
not progressive,0
jobless,0
not jobless,1
prolific,1
not prolific,0
joke,0
not joke,1
prominence,1
not prominence,0
joker,0
not joker,1
prominent,1
not prominent,0
jolt,0
not jolt,1
prominently,1
not prominently,0
judder,0
not judder,1
promise,1
not promise,0
juddering,0
not juddering,1
promising,1
not promising,0
judders,0
not judders,1
promisingly,1
not promisingly,0
jumpy,0
not jumpy,1
promote,1
not promote,0
junk,0
not junk,1
promotion,1
not promotion,0
junky,0
not junky,1
prompt,1
not prompt,0
junkyard,0
not junkyard,1
promptly,1
not promptly,0
kill,0
not kill,1
proper,1
not proper,0
killed,0
not killed,1
properly,1
not properly,0
killer,0
not killer,1
propitious,1
not propitious,0
killing,0
not killing,1
proponent,1
not proponent,0
killjoy,0
not killjoy,1
propose,1
not propose,0
kills,0
not kills,1
prospect,1
not prospect,0
knave,0
not knave,1
prospective,1
not prospective,0
knife,0
not knife,1
prosper,1
not prosper,0
knock,0
not knock,1
prosperity,1
not prosperity,0
knotted,0
not knotted,1
prosperous,1
not prosperous,0
kook,0
not kook,1
protagonist,1
not protagonist,0
kooky,0
not kooky,1
protect,1
not protect,0
lack,0
not lack,1
protected,1
not protected,0
lackadaisical,0
not lackadaisical,1
protective,1
not protective,0
lacked,0
not lacked,1
protector,1
not protector,0
lackey,0
not lackey,1
protege,1
not protege,0
lackeys,0
not lackeys,1
proud,1
not proud,0
lacking,0
not lacking,1
proudly,1
not proudly,0
lackluster,0
not lackluster,1
proven,1
not proven,0
lacks,0
not lacks,1
provider,1
not provider,0
laconic,0
not laconic,1
provocative,1
not provocative,0
lag,0
not lag,1
prowess,1
not prowess,0
lagged,0
not lagged,1
prudence,1
not prudence,0
lagging,0
not lagging,1
prudent,1
not prudent,0
lags,0
not lags,1
psychics,1
not psychics,0
laid-off,0
not laid-off,1
psychotherapy,1
not psychotherapy,0
lambast,0
not lambast,1
pukka,1
not pukka,0
lambaste,0
not lambaste,1
pumped,1
not pumped,0
lame,0
not lame,1
punchy,1
not punchy,0
lame-duck,0
not lame-duck,1
punctilious,1
not punctilious,0
lament,0
not lament,1
punctual,1
not punctual,0
lamentable,0
not lamentable,1
punctuality,1
not punctuality,0
lamentably,0
not lamentably,1
puppy,1
not puppy,0
languid,0
not languid,1
pure,1
not pure,0
languish,0
not languish,1
purely,1
not purely,0
languor,0
not languor,1
purify,1
not purify,0
languorous,0
not languorous,1
purity,1
not purity,0
languorously,0
not languorously,1
purpose,1
not purpose,0
lanky,0
not lanky,1
purposeful,1
not purposeful,0
lapse,0
not lapse,1
quadruple,1
not quadruple,0
lapsed,0
not lapsed,1
quaff,1
not quaff,0
lapses,0
not lapses,1
quaint,1
not quaint,0
lascivious,0
not lascivious,1
quaintise,1
not quaintise,0
last-ditch,0
not last-ditch,1
quaintisiness,1
not quaintisiness,0
latency,0
not latency,1
quaintly,1
not quaintly,0
laughable,0
not laughable,1
qualified,1
not qualified,0
laughably,0
not laughably,1
qualify,1
not qualify,0
laughingstock,0
not laughingstock,1
qualitative,1
not qualitative,0
lawbreaker,0
not lawbreaker,1
qualitatively,1
not qualitatively,0
lawbreaking,0
not lawbreaking,1
quality,1
not quality,0
lawless,0
not lawless,1
quality-assurance,1
not quality-assurance,0
lawlessness,0
not lawlessness,1
quality-of-life,1
not quality-of-life,0
layoff,0
not layoff,1
quality-time,1
not quality-time,0
layoff-happy,0
not layoff-happy,1
quantifiable,1
not quantifiable,0
lazy,0
not lazy,1
quantity,1
not quantity,0
leak,0
not leak,1
quarter,1
not quarter,0
leakage,0
not leakage,1
quat,1
not quat,0
leakages,0
not leakages,1
queen,1
not queen,0
leaking,0
not leaking,1
queenhood,1
not queenhood,0
leaks,0
not leaks,1
queenly,1
not queenly,0
leaky,0
not leaky,1
queep,1
not queep,0
lecher,0
not lecher,1
quell,1
not quell,0
lecherous,0
not lecherous,1
quemeful,1
not quemeful,0
lechery,0
not lechery,1
quench,1
not quench,0
leech,0
not leech,1
quenching,1
not quenching,0
leer,0
not leer,1
querist,1
not querist,0
leery,0
not leery,1
quest,1
not quest,0
left-leaning,0
not left-leaning,1
quester,1
not quester,0
lemon,0
not lemon,1
question,1
not question,0
lengthy,0
not lengthy,1
qui,1
not qui,0
less-developed,0
not less-developed,1
quick,1
not quick,0
lesser-known,0
not lesser-known,1
quick-as-a-flash,1
not quick-as-a-flash,0
letch,0
not letch,1
quick-march,1
not quick-march,0
lethal,0
not lethal,1
quick-moving,1
not quick-moving,0
lethargic,0
not lethargic,1
quick-release,1
not quick-release,0
lethargy,0
not lethargy,1
quick-sighted,1
not quick-sighted,0
lewd,0
not lewd,1
quick-thinking,1
not quick-thinking,0
lewdly,0
not lewdly,1
quick-witted,1
not quick-witted,0
lewdness,0
not lewdness,1
quick-wittedly,1
not quick-wittedly,0
liability,0
not liability,1
quicken,1
not quicken,0
liable,0
not liable,1
quickening,1
not quickening,0
liar,0
not liar,1
quicker,1
not quicker,0
liars,0
not liars,1
quickly,1
not quickly,0
licentious,0
not licentious,1
quickness,1
not quickness,0
licentiously,0
not licentiously,1
quickstep,1
not quickstep,0
licentiousness,0
not licentiousness,1
quiddity,1
not quiddity,0
lie,0
not lie,1
quiescent,1
not quiescent,0
lied,0
not lied,1
quiet,1
not quiet,0
lies,0
not lies,1
quieter,1
not quieter,0
life-threatening,0
not life-threatening,1
quietly,1
not quietly,0
lifeless,0
not lifeless,1
quietness,1
not quietness,0
limit,0
not limit,1
quietsome,1
not quietsome,0
limitation,0
not limitation,1
quillet,1
not quillet,0
limitations,0
not limitations,1
quintessence,1
not quintessence,0
limited,0
not limited,1
quintessential,1
not quintessential,0
limits,0
not limits,1
quintessentially,1
not quintessentially,0
limp,0
not limp,1
quip,1
not quip,0
listless,0
not listless,1
quirk,1
not quirk,0
litigious,0
not litigious,1
quirky,1
not quirky,0
little-known,0
not little-known,1
quite,1
not quite,0
livid,0
not livid,1
quiver,1
not quiver,0
lividly,0
not lividly,1
quixotic,1
not quixotic,0
loath,0
not loath,1
quiz,1
not quiz,0
loathe,0
not loathe,1
quota,1
not quota,0
loathing,0
not loathing,1
quotable,1
not quotable,0
loathly,0
not loathly,1
quotation,1
not quotation,0
loathsome,0
not loathsome,1
quote,1
not quote,0
loathsomely,0
not loathsomely,1
quotes,1
not quotes,0
lone,0
not lone,1
quotha,1
not quotha,0
loneliness,0
not loneliness,1
quotidian,1
not quotidian,0
lonely,0
not lonely,1
racy,1
not racy,0
loner,0
not loner,1
rad,1
not rad,0
lonesome,0
not lonesome,1
radiance,1
not radiance,0
long-time,0
not long-time,1
radiant,1
not radiant,0
long-winded,0
not long-winded,1
radiantly,1
not radiantly,0
longing,0
not longing,1
radiate,1
not radiate,0
longingly,0
not longingly,1
rah,1
not rah,0
loophole,0
not loophole,1
rain-maker,1
not rain-maker,0
loopholes,0
not loopholes,1
rainbow,1
not rainbow,0
loose,0
not loose,1
raison-d’etre,1
not raison-d’etre,0
lootlose,0
not lootlose,1
rambunctious,1
not rambunctious,0
loselousylumpy,0
not loselousylumpy,1
rapid,1
not rapid,0
loser,0
not loser,1
rapidly,1
not rapidly,0
losers,0
not losers,1
rapport,1
not rapport,0
loses,0
not loses,1
rapt,1
not rapt,0
losing,0
not losing,1
rapture,1
not rapture,0
loss,0
not loss,1
rapturous,1
not rapturous,0
losses,0
not losses,1
rapturously,1
not rapturously,0
lost,0
not lost,1
rasasvada,1
not rasasvada,0
loud,0
not loud,1
rational,1
not rational,0
louder,0
not louder,1
rationality,1
not rationality,0
lousy,0
not lousy,1
rationally,1
not rationally,0
loveless,0
not loveless,1
ravish,1
not ravish,0
lovelorn,0
not lovelorn,1
ravishing,1
not ravishing,0
low-rated,0
not low-rated,1
ravishingly,1
not ravishingly,0
lowly,0
not lowly,1
razor-sharp,1
not razor-sharp,0
ludicrous,0
not ludicrous,1
re-connection,1
not re-connection,0
ludicrously,0
not ludicrously,1
reachable,1
not reachable,0
lugubrious,0
not lugubrious,1
readable,1
not readable,0
lukewarm,0
not lukewarm,1
readily,1
not readily,0
lull,0
not lull,1
readiness,1
not readiness,0
lumpy,0
not lumpy,1
ready,1
not ready,0
lunaticlurch,0
not lunaticlurch,1
reaffirm,1
not reaffirm,0
lure,0
not lure,1
reaffirmation,1
not reaffirmation,0
lurid,0
not lurid,1
real,1
not real,0
lurk,0
not lurk,1
realistic,1
not realistic,0
lurking,0
not lurking,1
reality,1
not reality,0
lying,0
not lying,1
realizable,1
not realizable,0
macabre,0
not macabre,1
really,1
not really,0
mad,0
not mad,1
reap,1
not reap,0
madden,0
not madden,1
reason,1
not reason,0
maddening,0
not maddening,1
reasonable,1
not reasonable,0
maddeningly,0
not maddeningly,1
reasonably,1
not reasonably,0
madder,0
not madder,1
reasoned,1
not reasoned,0
madly,0
not madly,1
reassurance,1
not reassurance,0
madman,0
not madman,1
reassure,1
not reassure,0
madness,0
not madness,1
reassuring,1
not reassuring,0
maladjusted,0
not maladjusted,1
reassuringly,1
not reassuringly,0
maladjustment,0
not maladjustment,1
reborn,1
not reborn,0
malady,0
not malady,1
receive,1
not receive,0
malaise,0
not malaise,1
receiver,1
not receiver,0
malcontent,0
not malcontent,1
reception,1
not reception,0
malcontented,0
not malcontented,1
receptive,1
not receptive,0
maledict,0
not maledict,1
receptively,1
not receptively,0
malevolence,0
not malevolence,1
recherche,1
not recherche,0
malevolent,0
not malevolent,1
recipient,1
not recipient,0
malevolently,0
not malevolently,1
reciprocal,1
not reciprocal,0
malice,0
not malice,1
reciprocally,1
not reciprocally,0
malicious,0
not malicious,1
reciprocate,1
not reciprocate,0
maliciously,0
not maliciously,1
reclaim,1
not reclaim,0
maliciousness,0
not maliciousness,1
recognition,1
not recognition,0
malign,0
not malign,1
recognizable,1
not recognizable,0
malignant,0
not malignant,1
recognize,1
not recognize,0
malodorous,0
not malodorous,1
recognized,1
not recognized,0
maltreatment,0
not maltreatment,1
recommend,1
not recommend,0
mangle,0
not mangle,1
recommendable,1
not recommendable,0
mangled,0
not mangled,1
recommendation,1
not recommendation,0
mangles,0
not mangles,1
recommendations,1
not recommendations,0
mangling,0
not mangling,1
recommended,1
not recommended,0
mania,0
not mania,1
reconcile,1
not reconcile,0
maniac,0
not maniac,1
reconciliation,1
not reconciliation,0
maniacal,0
not maniacal,1
record-setting,1
not record-setting,0
manic,0
not manic,1
recover,1
not recover,0
manipulate,0
not manipulate,1
recovery,1
not recovery,0
manipulation,0
not manipulation,1
recreation,1
not recreation,0
manipulative,0
not manipulative,1
rectification,1
not rectification,0
manipulators,0
not manipulators,1
rectify,1
not rectify,0
mar,0
not mar,1
rectifying,1
not rectifying,0
marginal,0
not marginal,1
recuperation,1
not recuperation,0
marginally,0
not marginally,1
recuperative,1
not recuperative,0
martyrdom,0
not martyrdom,1
red-carpet,1
not red-carpet,0
martyrdom-seeking,0
not martyrdom-seeking,1
redeem,1
not redeem,0
mashed,0
not mashed,1
redeeming,1
not redeeming,0
massacre,0
not massacre,1
redemption,1
not redemption,0
massacres,0
not massacres,1
refine,1
not refine,0
matte,0
not matte,1
refined,1
not refined,0
mawkish,0
not mawkish,1
refinement,1
not refinement,0
mawkishly,0
not mawkishly,1
reflection,1
not reflection,0
mawkishness,0
not mawkishness,1
reflective,1
not reflective,0
meager,0
not meager,1
reflectively,1
not reflectively,0
mean,0
not mean,1
reform,1
not reform,0
meaningless,0
not meaningless,1
reformed,1
not reformed,0
meanness,0
not meanness,1
reforming,1
not reforming,0
measly,0
not measly,1
reforms,1
not reforms,0
meddle,0
not meddle,1
refresh,1
not refresh,0
meddlesome,0
not meddlesome,1
refreshed,1
not refreshed,0
mediocre,0
not mediocre,1
refreshing,1
not refreshing,0
mediocrity,0
not mediocrity,1
refreshingly,1
not refreshingly,0
melancholy,0
not melancholy,1
refulgent,1
not refulgent,0
melodramatic,0
not melodramatic,1
refund,1
not refund,0
melodramatically,0
not melodramatically,1
refunded,1
not refunded,0
meltdown,0
not meltdown,1
regal,1
not regal,0
menace,0
not menace,1
regally,1
not regally,0
menacing,0
not menacing,1
regard,1
not regard,0
menacingly,0
not menacingly,1
regnant,1
not regnant,0
mendacious,0
not mendacious,1
regular,1
not regular,0
mendacity,0
not mendacity,1
regulator,1
not regulator,0
menial,0
not menial,1
reincarnation,1
not reincarnation,0
merciless,0
not merciless,1
rejoice,1
not rejoice,0
mercilessly,0
not mercilessly,1
rejoicing,1
not rejoicing,0
mess,0
not mess,1
rejoicingly,1
not rejoicingly,0
messed,0
not messed,1
rejuvenate,1
not rejuvenate,0
messes,0
not messes,1
rejuvenated,1
not rejuvenated,0
messing,0
not messing,1
rejuvenating,1
not rejuvenating,0
messy,0
not messy,1
rejuvenation,1
not rejuvenation,0
midget,0
not midget,1
rejuvenescent,1
not rejuvenescent,0
miff,0
not miff,1
relatedness,1
not relatedness,0
militancy,0
not militancy,1
relationships,1
not relationships,0
mindless,0
not mindless,1
relax,1
not relax,0
mindlessly,0
not mindlessly,1
relaxation,1
not relaxation,0
mirage,0
not mirage,1
relaxed,1
not relaxed,0
mire,0
not mire,1
relaxing,1
not relaxing,0
misalign,0
not misalign,1
relaxingly,1
not relaxingly,0
misaligned,0
not misaligned,1
release,1
not release,0
misaligns,0
not misaligns,1
releasing,1
not releasing,0
misapprehend,0
not misapprehend,1
relent,1
not relent,0
misbecome,0
not misbecome,1
relevant,1
not relevant,0
misbecoming,0
not misbecoming,1
reliability,1
not reliability,0
misbegotten,0
not misbegotten,1
reliable,1
not reliable,0
misbehave,0
not misbehave,1
reliably,1
not reliably,0
misbehavior,0
not misbehavior,1
relief,1
not relief,0
miscalculate,0
not miscalculate,1
relieve,1
not relieve,0
miscalculation,0
not miscalculation,1
relieved,1
not relieved,0
miscellaneous,0
not miscellaneous,1
reliever,1
not reliever,0
mischief,0
not mischief,1
religion,1
not religion,0
mischievous,0
not mischievous,1
relish,1
not relish,0
mischievously,0
not mischievously,1
remarkable,1
not remarkable,0
misconception,0
not misconception,1
remarkably,1
not remarkably,0
misconceptions,0
not misconceptions,1
remedy,1
not remedy,0
miscreant,0
not miscreant,1
remission,1
not remission,0
miscreants,0
not miscreants,1
remissive,1
not remissive,0
misdirection,0
not misdirection,1
remunerate,1
not remunerate,0
miser,0
not miser,1
renaissance,1
not renaissance,0
miserable,0
not miserable,1
renew,1
not renew,0
miserableness,0
not miserableness,1
renewed,1
not renewed,0
miserably,0
not miserably,1
renovate,1
not renovate,0
miseries,0
not miseries,1
renovation,1
not renovation,0
miserly,0
not miserly,1
renown,1
not renown,0
misery,0
not misery,1
renowned,1
not renowned,0
misfit,0
not misfit,1
replaceable,1
not replaceable,0
misfortune,0
not misfortune,1
repose,1
not repose,0
misgiving,0
not misgiving,1
represent,1
not represent,0
misgivings,0
not misgivings,1
reputable,1
not reputable,0
misguidance,0
not misguidance,1
reputably,1
not reputably,0
misguide,0
not misguide,1
reputation,1
not reputation,0
misguided,0
not misguided,1
resilience,1
not resilience,0
mishandle,0
not mishandle,1
resilient,1
not resilient,0
mishap,0
not mishap,1
resiliently,1
not resiliently,0
misinform,0
not misinform,1
resolute,1
not resolute,0
misinformed,0
not misinformed,1
resolutely,1
not resolutely,0
misinterpret,0
not misinterpret,1
resolve,1
not resolve,0
misjudge,0
not misjudge,1
resolved,1
not resolved,0
misjudgment,0
not misjudgment,1
resound,1
not resound,0
mislead,0
not mislead,1
resounding,1
not resounding,0
misleading,0
not misleading,1
resoundingly,1
not resoundingly,0
misleadingly,0
not misleadingly,1
resource,1
not resource,0
mismanage,0
not mismanage,1
resourceful,1
not resourceful,0
mispronounce,0
not mispronounce,1
resourcefully,1
not resourcefully,0
mispronounced,0
not mispronounced,1
resourcefulness,1
not resourcefulness,0
mispronounces,0
not mispronounces,1
respect,1
not respect,0
misread,0
not misread,1
respectable,1
not respectable,0
misreading,0
not misreading,1
respectably,1
not respectably,0
misrepresent,0
not misrepresent,1
respected,1
not respected,0
misrepresentation,0
not misrepresentation,1
respectful,1
not respectful,0
miss,0
not miss,1
respectfully,1
not respectfully,0
missed,0
not missed,1
respite,1
not respite,0
misses,0
not misses,1
resplendent,1
not resplendent,0
misshapen,0
not misshapen,1
resplendently,1
not resplendently,0
missing,0
not missing,1
responsibility,1
not responsibility,0
misstatement,0
not misstatement,1
responsible,1
not responsible,0
mist,0
not mist,1
responsibly,1
not responsibly,0
mistake,0
not mistake,1
responsive,1
not responsive,0
mistaken,0
not mistaken,1
responsively,1
not responsively,0
mistakenly,0
not mistakenly,1
rest,1
not rest,0
mistakes,0
not mistakes,1
rested,1
not rested,0
mistress,0
not mistress,1
restful,1
not restful,0
mistrust,0
not mistrust,1
restfully,1
not restfully,0
mistrustful,0
not mistrustful,1
restoration,1
not restoration,0
mistrustfully,0
not mistrustfully,1
restorative,1
not restorative,0
mists,0
not mists,1
restoratively,1
not restoratively,0
misunderstand,0
not misunderstand,1
restore,1
not restore,0
misunderstanding,0
not misunderstanding,1
restored,1
not restored,0
misunderstandings,0
not misunderstandings,1
restructure,1
not restructure,0
misunderstood,0
not misunderstood,1
restructured,1
not restructured,0
misuse,0
not misuse,1
restructuring,1
not restructuring,0
moan,0
not moan,1
result,1
not result,0
mobster,0
not mobster,1
results,1
not results,0
mock,0
not mock,1
retentive,1
not retentive,0
mocked,0
not mocked,1
retentively,1
not retentively,0
mockeries,0
not mockeries,1
retractable,1
not retractable,0
mockery,0
not mockery,1
return,1
not return,0
mocking,0
not mocking,1
reveal,1
not reveal,0
mockingly,0
not mockingly,1
revealing,1
not revealing,0
mocks,0
not mocks,1
revel,1
not revel,0
moldy,0
not moldy,1
revelation,1
not revelation,0
molest,0
not molest,1
revere,1
not revere,0
molestation,0
not molestation,1
revered,1
not revered,0
monotonous,0
not monotonous,1
reverence,1
not reverence,0
monotony,0
not monotony,1
reverent,1
not reverent,0
monster,0
not monster,1
reverently,1
not reverently,0
monstrosities,0
not monstrosities,1
revitalize,1
not revitalize,0
monstrosity,0
not monstrosity,1
revitalizing,1
not revitalizing,0
monstrous,0
not monstrous,1
revival,1
not revival,0
monstrously,0
not monstrously,1
revive,1
not revive,0
moody,0
not moody,1
revived,1
not revived,0
moot,0
not moot,1
revives,1
not revives,0
mope,0
not mope,1
revolutionary,1
not revolutionary,0
morbid,0
not morbid,1
revolutionize,1
not revolutionize,0
morbidly,0
not morbidly,1
revolutionized,1
not revolutionized,0
mordant,0
not mordant,1
revolutionizes,1
not revolutionizes,0
mordantly,0
not mordantly,1
reward,1
not reward,0
moribund,0
not moribund,1
rewardable,1
not rewardable,0
moron,0
not moron,1
rewarding,1
not rewarding,0
moronic,0
not moronic,1
rewardingly,1
not rewardingly,0
morons,0
not morons,1
rhapsodic,1
not rhapsodic,0
mortification,0
not mortification,1
rhapsodically,1
not rhapsodically,0
mortified,0
not mortified,1
rhapsody,1
not rhapsody,0
mortify,0
not mortify,1
rich,1
not rich,0
mortifying,0
not mortifying,1
richer,1
not richer,0
motionless,0
not motionless,1
richly,1
not richly,0
motley,0
not motley,1
richness,1
not richness,0
mourn,0
not mourn,1
right,1
not right,0
mourner,0
not mourner,1
right-o,1
not right-o,0
mournful,0
not mournful,1
righten,1
not righten,0
mournfully,0
not mournfully,1
righteous,1
not righteous,0
mouth,0
not mouth,1
righteously,1
not righteously,0
muddle,0
not muddle,1
righteousness,1
not righteousness,0
muddy,0
not muddy,1
rightful,1
not rightful,0
mudslinger,0
not mudslinger,1
rightfully,1
not rightfully,0
mudslinging,0
not mudslinging,1
rightly,1
not rightly,0
mulish,0
not mulish,1
rightness,1
not rightness,0
multi-polarization,0
not multi-polarization,1
ripe,1
not ripe,0
mundane,0
not mundane,1
rise,1
not rise,0
murder,0
not murder,1
risible,1
not risible,0
murderer,0
not murderer,1
risibly,1
not risibly,0
murderous,0
not murderous,1
risk-free,1
not risk-free,0
murderously,0
not murderously,1
risk-taking,1
not risk-taking,0
murky,0
not murky,1
robust,1
not robust,0
muscle-flexing,0
not muscle-flexing,1
robustly,1
not robustly,0
mushy,0
not mushy,1
rock,1
not rock,0
musty,0
not musty,1
roger,1
not roger,0
mysterious,0
not mysterious,1
roger-that,1
not roger-that,0
mysteriously,0
not mysteriously,1
roll,1
not roll,0
mystery,0
not mystery,1
rollick,1
not rollick,0
mystify,0
not mystify,1
rollicking,1
not rollicking,0
myth,0
not myth,1
rollickingly,1
not rollickingly,0
mythmalicious,0
not mythmalicious,1
romance,1
not romance,0
nag,0
not nag,1
romantic,1
not romantic,0
nagging,0
not nagging,1
romantically,1
not romantically,0
naive,0
not naive,1
romanticize,1
not romanticize,0
naively,0
not naively,1
romeo,1
not romeo,0
narrower,0
not narrower,1
roomier,1
not roomier,0
nastily,0
not nastily,1
roomy,1
not roomy,0
nastiness,0
not nastiness,1
rooted,1
not rooted,0
nasty,0
not nasty,1
rooter,1
not rooter,0
naughty,0
not naughty,1
rose,1
not rose,0
nauseate,0
not nauseate,1
rosily,1
not rosily,0
nauseates,0
not nauseates,1
rosiness,1
not rosiness,0
nauseating,0
not nauseating,1
rosy,1
not rosy,0
nauseatingly,0
not nauseatingly,1
round,1
not round,0
naïve,0
not naïve,1
rounded,1
not rounded,0
nebulous,0
not nebulous,1
rouse,1
