review_id,text,label,platform,date
R1417,เป็นร้านที่เหมาะกับครอบครัวไปสังสรรค์เด็กๆมีกิจกรรมเล่นเยอะมากผู้ใหญ่ก็ได้นั่งคุยรอบรรยากาศดีค่ะ,1,youtube,10/22/2020
R1418,ไปมาหลายครั้งแล้ว วันฮาโลวีนก็ไปมา3ปีติดละ วันนี้ไปมา รู้สึกผิดหวังนิดหน่อย คิดว่าครึกครื้น มีกิจกรรมอะไรพิเศษ แต่แลดูเงียบเหงา ปกติจะมีร้านขายของตามทาง แต่ปีนี้ไม่มีเลย,1,youtube,3/5/2023
R1419,แต่ลูกค้าก็เยอะอยู่,1,youtube,10/18/2022
R1420,มีค่าบริการเข้าชมแลกเป็นอาหารเครื่องดื่มในคาเฟ่ได้,1,youtube,4/5/2024
R1421,มีทั้งร้านอาหารและห้องพัก แต่วันนี้แค่แวะเข้าไปดู บรรยากาศภาพรวมเหมาะกับเด็กๆ มีกิจกรรมให้ร่วมหลากหลาย ที่พักก็แบ่งเป็นสัดส่วนดี มีร้านอาหารห้องแอร์และติดริมน้ำด้วย ภาพรวมดูดี,1,youtube,10/21/2020
R1422,แวะพาลูกมาบอกเลยดีมากกก กิจกรรมเยอะ,1,youtube,3/15/2022
R1423,มีค่าเฟ่กับที่พัก ส่วนคาเฟ่ติดริมแม่น้ำ กาแฟอร่อย,1,youtube,5/31/2023
R1424,เหมาะสำหรับครอบครัว เด็กๆๆ นำสัตว์เลี้ยงเข้ามาได้ มีกิจกรรมเยอะ เด็กๆชอบ มีอาหารและเครื่องดื่ม มีหลายโซน แนะนำเลยค่ะ,1,youtube,8/19/2022
R1425,ราคาค่อนข้างสูง,1,youtube,4/16/2020
R1426,ภายในร้าน แบ่งเป็น5โซน ประกอบด้วย,1,youtube,1/3/2024
R1427,"ร้านอาหาร , เรียนศิลปะ, คาเฟ่ , ร้านขายของที่ระลึกและที่พัก ดีสวย",0,youtube,7/2/2022
R1428,บรรยากาศดีมากริมแม่น้ำ มีกิจกรรมมากมายให้เด็กๆเล่น เด็กๆชอบมากค่ะ มาเป็นครอบครัวคือดีมาก ชิวๆสบายๆนั่งได้ทั้งวัน เค้กและน้ำอร่อยค่ะ,1,youtube,1/19/2020
R1429,ร้านน่ารัก มีกิจกรรมเยอะมาก เหมาะกับทั้งเด็กและผู้ใหญ่ มีคอร์สให้เลือกเยอะแยะ มีร้านอาหาร กาแฟริมน้ำบีรยากาศดี,1,youtube,10/22/2020
R1430,บริเวณกว้างขวาง เหมาะกับการทำกิจกรรมของเด็ก ๆ,1,youtube,10/10/2023
R1431,ไม่ได้มาพัก มานั่งเล่น มีที่ให้เด็กๆทำกิจกรรม มีอาหารและเครื่องดื่ม,1,youtube,11/8/2024
R1432,ต้นไม้เยอะร่มรื่น แต่สู้อากาศร้อนไม่ไหว แดดแรง เข้าห้องแอร์นั่งกินเค้ก อร่อยดี,1,youtube,5/10/2022
R1433,อาหารและเครื่องดื่มดี,1,youtube,8/21/2024
R1434,คาเฟ่สำหรับเด็กๆ มีกิจกรรมสำหรับเด็กเยอะหลายอย่าง แต่ค่ากิจกรรมก็ค่อนข้างสูงเหมือนกัน,1,youtube,11/20/2024
R1435,พาคุณแม่และหลานสาวไปเที่ยวตอนเดือนพฤษภาคมที่ผ่านมา บรรยากาศร่มรื่น มีตลาดขายของ และกิจกรรมสนุกสนาน อาหารเครื่องดื่มอร่อยทุกเมนูและให้เยอะ เป็นอีกสถานที่อยากแนะนำให้ไปเที่ยวกันนะคะ,1,youtube,12/16/2024
R1436,สถานที่เหมาะสำหรับเด็กและผู้ปกครอง คุณพ่อคุณแม่พาลูกหลานไปเที่ยว ร้านอาหารและคาเฟ่ติดริมน้ำเจ้าพระยาบรรยากาศดีมากๆ มีกิจกรรมให้เด็กๆได้ปล่อยพลังมากมาย คุ้มจริงๆครับการันตี,1,youtube,8/25/2022
R1437,มีทั้งที่พัก คาเฟ่ ร้านอาหาร และมุมเด็ก,1,youtube,5/18/2022
R1438,ใช้บริการคาเฟ่ราคาสูง,1,youtube,9/11/2018
R1439,ร้านสวย บรรยากาศดีคับต้นไม้ใหญ่ๆเยอะเลย เสียดายวันนี้ที่ไปน้ำท่วมเลยไม่ได้ไปชิวๆที่คาเฟ่ริมน้ำ ลานของเด็กเล่นก้อดีคับลูกชอบ เล่นสนุกเลยคับ มีคลาสศิลปะด้วยแต่วันนี้เวลาไม่ลงตัวเลยไม่ได้ให้ลูกลงเรียนครับไว้คราวหน้าค่อยให้ลองเรียนคับ,1,youtube,5/10/2021
R1440,เพิ่งเคยมาครั้งแรก สถานที่กว้างขวาง ที่จอดรถเยอะ อาหารอร่อย เครื่องดื่มโอเค ราคาไม่แพงมาก บรรยากาศดี ลูกชอบมาก ใครพาเด็กๆมาที่นี่เด็กๆชอบกันแน่นอน แนะนำเลย,1,youtube,4/18/2024
R1441,ดีงามพระรามแปด ไม่ได้ไปนาน ปรับปรุงใหม่มีร้านน่ารักๆ ของขายเพิ่มขึ้น โซนเล่นก็ดี เด็กๆเล่นกันมัน ชิงช้ามีพนักพิง เด็กเล็กไม่ต้องกลัวตก ชอบมาก ไกลหน่อยแต่ไม่จอแจ รถไม่ติด,1,youtube,4/2/2025
R1442,บรรยากาศริมเจ้าพระยา อาหารอร่อย มีกิจกรรมสำหรับเด็กเยอะมาก คาเฟ่ริมน้ำวิวสวยเห็นเรือส่งสินค้าลำยาวมากเพิ่งเคยเห็น,1,youtube,3/3/2024
R1443,ที่พักดี นอนห้อง เตียง2ชั้น บันไดขึ้นเล็กไปดูไม่ค่อยแข็งแรง อาหารอร่อย ครบครันของเล่นครบครัน ลูกๆชอบมากค่ะ มีโอกาสจะมาพักอีก,1,youtube,1/14/2025
R1444,สถานที่เหมาะกับเด็กๆมาก สนามเด็กเล่น กว้างขวางเป็นแบบเชือกผสมไม้ กระดานลื่น ชิงช้า บ่อทราย ร่มไม้ ริมน้ำ,1,youtube,7/31/2022
R1445,ทางเราขออธิบายเพิ่มเติมถึงเหตุผลในการให้น้องๆ เข้าไปนั่งเรียน โดยให้ผู้ปกครองรอน้องๆ อยู่ด้านนอก,1,youtube,11/10/2024
R1446,เนื่องจากเราต้องการให้น้องๆ ได้มีสมาธิในการทำผลงาน ส่งเสริมให้เกิดจินตนาการของเค้าเองโดยไม่มีกรอบมาจำกัด และให้น้องได้ทำผลงานด้วยมือของเค้าเอง,1,youtube,10/20/2022
R1447,สื่งที่สำคัญที่สุดคือ เราอยากให้ผู้ปกครองได้ตั้งคำถามและชวนน้องพูดคุยถึงกระบวนความคิดและเหตุผลในการทำผลงานชิ้นนั้นๆ ของเขา เพื่อเป็นการต่อยอดจินตนาการให้แก่เด็กๆ,1,youtube,7/21/2021
R1448,ส่วนการติดแอร์และเป็นห้องปิดก็เพื่อให้ผู้เรียนรู้สึกผ่อนคลายและมีสมาธิ ในภาวะอากาศที่ไม่แน่นอนของบ้านเรา และปราศจากเสียงรบกวนจากภายนอก และเมื่อน้องๆ ได้ออกมาจากห้องพร้อมผลงานที่เค้าภูมิใจ ก็จะได้มาสัมผัสกับธรรมชาติรายล้อมในพื้นที่ของเรารวมถึงวิถีชีวิตริมแม่น้ำ ซึ่งไม่สามารถสัมผัสได้ในห้างสรรพสินค้าอย่างแน่นอน,1,youtube,11/22/2021
R1449,ส่วนเกมส์เราก็มีหลายเกมส์ทั้งง่าย เช่นสอยดาวที่มีทุกรางวัล และยากขึ้นมาตามแต่อายุของเด็ก รวมถึงผู้ใหญ่ก็ร่วมสนุกได้ด้วยความสมัครใจ ซึ่งมูลค่าของรางวัลหลายอย่างก็สูงกว่าราคาตั๋วเกมส์ 30 บาทหลายเท่าตัว และเราก็ไม่ได้เก็บค่าเข้ามาเที่ยวงานหรือสถานที่ของเราแต่อย่างใด,1,youtube,2/20/2024
R1450,สุดท้ายนี้ เราอยากเรียนว่า ทางเรามุ่งหวังที่จะสร้างพื้นที่นี้สำหรับครอบครัวได้มาทำกิจกรรมร่วมกัน หลีกหนีจากความวุ่นวายของสังคมเมือง เด็กๆ ไม่จับมือถือและไอแพด ได้มาวิ่งเล่นได้เหงื่อท่ามกลางธรรมชาติ พร้อมทั้งได้เรียนรู้กระบวนการคิดและการสร้างสรรค์ผลงานตามช่วงอายุต่างๆ ของเด็กค่ะ,1,youtube,11/11/2023
R1451,ตอบโจทย์คนมีลูกมากครับ,1,youtube,9/14/2021
R1452,อาหารอร่อย มาไว พนักงานบริการดี,1,youtube,4/17/2021
R1453,แวะเข้าไปจิบกาแฟตากแอร์หนีร้อนริมแม่น้ำเจ้าพระยา ที่นี่มีโซนโรงแรม สนามเด็กเล่น ร้านอาหารและร้านกาแฟ มีของขายนิดหน่อย เหมาะกับมาเที่ยวทั้งครอบครัว พาเด็กมาเล่นเครื่องเล่น ส่วนกาแฟโอเคราคาสมเหตุสมผล,1,youtube,4/5/2024
R1454,ร้านโรแมนติคบรรยากาศดี มีจุดชมวิว ร่มรื่นกว้างขวาง เดินเข้าด้านในสุดร้านจะติดริมแม่น้ำ เหมาะสำหรับคู่รัก ครอบครัว,1,youtube,6/5/2019
R1455,อาหารค่อนข้างแพง รสชาติใช้ได้ไม่ถึงกับดีมาก บรรยากาศดีค่ะ มีสนามเด็กเล่น เหมาะกับพาเด็กๆไป เที่ยว ส่วนเค้กก็โอเคค่ะ ไม่ถึงกับประทับใจ โดยรวมคือขายบรรยากาศ บรรยากาศดีมีอะไรให้เด็กเล่นหลายอย่าง,1,youtube,1/24/2019
R1456,ร้านสวย บรรยากาศดี มีกิจกรรมให้เด็กๆได้เล่นมากมาย แต่ราคาค่าอาหารก็จะสูงหน่อย และเมนูอาหารไทยมีไม่มาก พนักงานน่ารัก บริการดี ดูแลเรื่องความสะอาดดี ฉีดฆ่าเชื้อที่สนามเด็กเล่นด้วยทุกๆชั่วโมง,1,youtube,2/27/2024
R1457,สถานที่กว้างขวาง บรรยากาศดีมาก ต้นไม้เยอะ ร่มรื่น ไม่ค่อยร้อน มุมถ่ายรูปมากมาย สนามเด็กเล่นใหญ่ มีกิจกรรมให้เด็กๆทำเพียบ ติดแม่น้ำเจ้าพระยา,1,youtube,2/17/2025
R1458,กาแฟอร่อย ขนมอร่อย มีหลายโซนให้เลือกเดินชม เหมาะสำหรับครอบครัวที่มาพร้อมเด็กๆ,1,youtube,11/8/2023
R1459,นายชอบมาก,1,youtube,1/4/2023
R1460,บรรยากาศดี เหมาะสำหรับเด็ก สบายๆ มีอาหาร และเครื่องดื่ม ราคาสูงแค่เทียบกับบรรยากาศแล้ว คุ้มค่าค่ะ,1,youtube,10/23/2020
R1461,เป็นสถานที่ดีมากๆ ที่พัก ห้องสวยสะอาด เป็นส่วนตัว ร่มรื่น,1,youtube,5/15/2022
R1462,ทำเลปทุมธานี ริมน้ำ เข้าออกสะดวกหาไม่ยาก,1,youtube,4/19/2019
R1463,สถานที่ดีน่านั่งเหมาะสำหรับผู้ใหญ่และเด็ก มีสถานที่เด็กเล่น อากาศร้อนไปหน่อยถ้าไปตอนกลางวัน เหมาะสำหรับพาเด็กไปทานข้าวและเล่นเครื่องเล่น ถ้ามาหลังจาก 6 โมงเย็นไปแล้วจะไม่ร้อน สถานที่จอดรถกว้างขวาง แต่ราคาแพงไปหน่อย,1,youtube,9/27/2021
R1464,คาเฟ่ แอร์เย็นฉ่ำ น้ำรสชาติดี บรรยากาศดีมาก กิจกรรม ทำผ้ามัดย้อมก็ดี ที่เล่นเด็กกว้าง และพื้นที่ในร้านใหญ่ ไม่แออัด,1,youtube,7/10/2020
R1465,มีทั้งร้านอาหาร กาแฟ ขนม ราคาค่อนข้างสูง อาหารรสชาติดีใช้ได้ เครื่องดื่มรสชาติพอใช้ บรรยากาศดี มีวิวสวน ริมน้ำเจ้าพระยา และยังเหมาะพาเด็กๆมาเล่นเพราะมีสนามเด็กเล่นด้วย,1,youtube,5/31/2020
R1466,ชอบบรรยากาศที่นี่มากเลยค่ะร่มรื่นแม้จะอากาศร้อนแต่ลมเย็นสบาย อาหารก็อร่อย วันที่ไปสั่ง,0,youtube,7/24/2020
R1467,มอคค่ามาทาน อร่อยๆ พาลูกไปปล่อยพลังดีม๊ากก,1,youtube,11/6/2020
R1468,บรรยากาศดีเหมาะกับการมาเป็นครอบครัว มีเครื่องเล่นใต้ร่มไม้ใหญ่และมีกิจกรรมให้เด็ก ๆ หลายกิจกรรม มีร้านอาหาร ร้านกาแฟ โดยเฉพาะร้านกาแฟด้านหลังอยู่ติดริมแม่น้ำสามารถนั่งชมวิวได้เลย ที่จอดรถที่ร้านกว้างขวาง,1,youtube,10/5/2021
R1469,คาเฟ่ ร้านอาหาร ที่พัก ทำกิจกรรม สนามเด็กเล่น ติดริมน้ำเจ้าพระยา บรรยากาศดีร่มรื่น มีที่จอดรถเยอะ แต่ราคาอาหารสูง พอสมควร ครับ,0,youtube,11/6/2021
R1470,ร้านอาหารน่ารัก ริมน้ำ มีกิจกรรมให้เด็กๆและครอบครัวได้ทำร่วมกัน มีมุมถ่ายรูปสวยๆเยอะ อาหาร ขนม เครื่องดื่มรสชาติดี เหมาะกับการพักผ่อนในช่วงวันหยุด ที่จอดรถกว้างขวาง แนะนำครับร้านนี้,1,youtube,7/12/2024
R1471,อาหารอร่อย ทุกอย่าง แนะนำ,1,youtube,10/9/2023
R1472,ลาบเห็ด ตำถาด ขนมจีนน้ำยา เด็ดมากค่ะ ต้องลองน้าาา,0,youtube,1/28/2020
R1473,ร้านที่มีมุนสวยๆให้ถ่ายรูปเยอะมากกกค่ะ มีมุนของสนามเล่นเด็กได้เล่นสนุกสนาน วิวร้านติดแม่น้ำสวยค่ะ สถานที่นั่งมีหลายมุนให้เลือกนั่งทั้งโซนอาหาร โซนเครื่องดื่ม มีหลากหลายมากค่ะ เป็นอีกร้านที่อยากไปอีกหลายๆครั้งค่ะ,1,youtube,9/5/2024
R1474,อาหารอร่อย กาแฟเยี่ยม บรรยากาศดีริมแม่น้ำ มีสถานที่ให้เด็กๆทำกิจกรรม ระบายสี ปั้นดิน ที่เล่นกลางแจ้ง ที่จอดรถเยอะ,1,youtube,4/18/2019
R1475,เหมาะกับเด็กๆ มาก พื้นที่กว้าง ที่เล่นเยอะ มีทั้งห้องแอร์และรับลมธรรมชาติ เค้กไม่อร่อย อาหารแพงกว่าทั่วไปแต่รับได้ เพราะสถานที่ดี แนะนำให้มาครับ,1,youtube,7/19/2024
R1476,บรรยากาศโอเคเลย มีร้านอาหาร คาเฟ่ สวนให้เดินเล่น แต่อาหารค่อนคข้างแพงกับปริมาณที่ได้รสชาติบางเมนูยังต้องปรับปรุง มีสวนให้เด็กวิ่งเล่นได้,1,youtube,1/28/2019
R1477,สถานที่ดี มีกิจกรรมให้เด็กหลากหลาย ห้องน้ำสะอาด มีห้องน้ำสำหรับเด็กโดยเฉพาะ สิ่งอำนวยความสะดวกครบ อาหารอร่อย เหมาะเป็นที่พักผ่อนสบายๆและหากิจกรรมทำร่วมกันในครอบครัว,1,youtube,5/23/2024
R1478,สะอาดดีค่ะ เครื่องเล่นเยอะและสถานที่กว้างขวางมาก มีกิจกรรมให้เล่นเยอะค่ะมีบรรยากาศให้พักผ่อนหลากหลายดีค่ะ พอดีไปช่วงวันหยุดยาวคนค่อยข้างเยอะมาก จึงไม่ค่อยได้รับการบริการที่ดีเท่าไหร่ค่ะ,1,youtube,8/24/2021
R1479,อยู่ติดแม่น้ำเจ้าพระยาสวย,1,youtube,7/1/2020
R1480,บรรยากาศดี มีที่ให้ถ่ายรูปเยอะ มีโรงแรมด้วย มีทั้งอาหาร กาแฟเครื่องดื่ม ของหวาน มีกิจกรรมสำหรับเด็กๆ ราคาแรงอยู่แต่ก็คุ้มกับคุณภาพ รสชาติโกโก้ปั่น ไม่หวานมาก เข้มข้น ถึงรสโกโก้ พิซซ่าอร่อยมาก สลัดกับปลาก็คุ้มราคา รวมๆยะไปซ้ำค่ะ แต่วันหยุดคนเยอะมากๆๆๆ ที่จอดรถดูน้อยไปเลย,1,youtube,11/29/2019
R1481,บรรยากาศดี สไตล์ครอบครัว ราคาสูงอยู่ อาหาร เครื่องดื่ม ขนม อร่อย,1,youtube,3/14/2021
R1482,ร้านน่ารัก เด็กๆ ชอบมาก ร้านกว้างมาก มีกิจกรรมให้ทำเยอะมากค่ะ,1,youtube,4/7/2022
R1483,บรรยากาศดีมาก,1,youtube,2/20/2024
R1484,กว้างขวาง สวย ธรรมชาติ เหมาะกับครอบครัว,1,youtube,11/26/2018
R1485,อาหารแอบแพงนิด แต่ก๋เข้าใจได้ ในส่วนต่างที่ต้องใช้เงินจำนวนมากในการ บำรุงดูแลสถานที่,1,youtube,10/26/2020
R1486,ดีมากคะ มีทั้งร้านอาหาร คาเฟ่ เพลย์กราวด์ รวมอยู่ที่เดียวกัน มีที่พักด้วยนะคะ หากใครสนใจมาพัก,1,youtube,10/12/2020
R1487,ที่วิ่งเล่นเด็กสะอาดและกว้างขวางดี หลากหลายครับ สถานที่โอเคมาก บรรยากาศดีจัดร้านสวยมากกก,1,youtube,7/4/2020
R1488,สถานที่ปักหมุดแห่งใหม่ สะอาด เดินทางมาไม่ยาก บรรยากาศดี มีต้นไม่ร่มรื่น กาแฟรสชาดดี ราคาสูงเล็กน้อย มีที่ให้เด็กๆทำกิจกรรมมัดย้อม ศิลปะ เล่นทราย ใกล้ชิดธรรมชาติ แต่ระวังมดตะนอยกับแมลงสักนิด,1,youtube,6/11/2022
R1489,อาหารเครื่องดื่ม ขนมเค๊ก อร่อย มีพื้นที่ให้เด็กเล่นมากมาย แต่ทางในร้านเป็นทางโรยหิน ไม่เหมาะสำหรับรถเข็นเลย,1,youtube,6/22/2025
R1490,สถานที่กว้าง มีสนามวิ่งเล่น.,1,youtube,7/19/2021
R1491,บรรยากาศดี ที่พัก พอใช้ได้ แต่กิจกรรมสำหรับเด็กค่อนข้างน้อย มีกิจกรรมย่อย แยกเป็นรอบๆ แบบมีค่าใช้จ่าบ,1,youtube,2/7/2023
R1492,ร้านติดริมแม่น้ำเจ้าพระยา,1,youtube,10/12/2024
R1493,มีโซนร้านอาหาร โซนร้านกาแฟ เบเกอรี่,1,youtube,12/21/2024
R1494,มีที่ให้เด็กเล่น มีกิจกรรมสำหรับเด็ก เหมาะสำหรับครัวครัวที่มีเด็กเล็กค่ะ,1,youtube,12/27/2025
R1495,ลูกสาวอยากมาเล่นที่นี่กับเพื่อน ก็เลยพามา บรรยากาศดี ใครที่มีลูกหลานน่าจะชอบ แต่ถ้าตั้งใจมาทานอาหารอย่างเดียวน่าจะแพงเกินไปหน่อยนะครับ,1,youtube,6/26/2023
R1496,มีลูกพาลูก มีหลานพาหลานค่ะ ที่เรียนศิลปะเก๋ๆ มีหลายคอร์ส มีร้านอาหาร ร้านกาแฟริมน้ำ บอกเลยว่ามันดีมากจริงๆ ต้องมาค่ะ ใกล้ๆกรุงเทพแค่นี้เอง,1,youtube,7/27/2018
R1497,เป็นที่ให้เด็กทำกิจกรรม ย้อมผ้า เพ้นสีเสื้อ และอื่น มีร้านกาแฟ ร้านอาหาร ในตัวเผื่อพ่อๆแท่ๆผู้ปกครองรอลูกทำกิจกรรมได้ ติดริมแม่น้ำเจ้าพระยา,1,youtube,10/24/2020
R1498,ร้านกาแฟบรรยากาศดี เหมาะกับเด็กเล่น มีกิจกรรมศิลปะ สถานที่กว้างขวางที่จอดรถเยอะ,1,youtube,1/29/2021
R1499,ราคาทั่วไป มีโปรโมชั่น มีสนามเด็กเล่น เหมาะกับพาเด็กๆ มาเที่ยว เป็นครอบครัว,1,youtube,11/22/2025
R1500,ต้นไม้เยอะดี แม้จะสู้อากาศที่ร้อนมากไม่ได้ แต่ก็ยังมีร่มให้เด็กได้วิ่งเล่น กิจกรรมต่างๆก็เยอะดี มีอาหารและกาแฟให้ทานด้วย,1,youtube,2/13/2022
R1501,ราคาแพงตามปกติของคาเฟ่,1,youtube,11/13/2023
R1502,มีบริเวณที่จอดรถ,1,youtube,5/1/2019
R1503,มีสนามเด็กเล่น,1,youtube,10/19/2018
R1504,บรรยากาศดี กว้าง บริการดี อาหารใช้ได้ แต่ครัวปิดหัวค่ำไปหน่อย ครัวปิด 19.30 ร้านปิด 20.00 เหมาะกับมาทานตอนบ่ายหรือเย็น,1,youtube,11/25/2023
R1505,เหมาะกับครอบครัว โดยเฉพาะ ที่มีเด็กๆ เป็นสถานที่ที่ตั้งใจทำออกมาได้ดี สนับสนุนให้มาใช้บริการกันเยอะๆครับ,1,youtube,12/2/2021
R1506,เป็นสถานที่ดี เหมาะสำหรับเด็ก มีกิจกรรมสำหรับเด็ก มีร้านอาหาร ร้านกาแฟ นั่งทาน อาหารรสชาดดี บรรยากาศดี,1,youtube,4/2/2023
R1507,ร้านติดแม่น้ำ บรรยากาศดี มีที่ให้เด็กวิ่งเล่น มีมุมถ่ายรูปสวยๆ กาแฟรสชาติดี,1,youtube,9/18/2021
R1508,บรรยากาศดีนั่งชิล มีกิจกรรมให้ทำ เหมาะสำหรับเด็กๆและทุกคนในครอบครัว,1,youtube,2/20/2024
R1509,ไปช่วงเย็นวันอาทิตย์ คนไม่เยอะมาก ไปทานข้าวและกินเค้ก ค่ะ อาหารรสชาติพอได้และเครื่องดืมโอเคเลยค่ะ แต่เค้กยังไม่ผ่านค่ะ,1,youtube,7/19/2021
R1510,สถานที่ดีมาก สวยงาม เป็นธรรมชาติ กว้างขวาง พนักงานบริการดีทุกคน อาหารอร่อย,1,youtube,2/24/2018
R1511,อาหารและเครื่องดื่มยำปลาทูอร่อยมากค่ะ,1,youtube,10/26/2020
R1512,ขนมอร่อย บรรยากาศดี มีงานศิลปะให้ชมและช็อปปิ้งด้วย,1,youtube,6/10/2023
R1513,บรรยากาศดีมาก อาหารดี ราคาแรง เหมาะกับครอบครัวพาเด็กๆมาวิ่งเล่น,1,youtube,8/8/2024
R1514,อาหารอร่อย บรรยากาศดี มีที่ให้เด็กเล็กได้ทำกิจกรรมด้วย,1,youtube,6/21/2020
R1515,สถานที่ดีมากๆค่ะ พนักงานดีเลิศ ที่พักดีงาม เหมาะกับเด็กและครอบครัว ไปซ้ำแน่นอนค่ะ,0,youtube,9/24/2022
R1516,พนักงานดูและดี ฉีดสนามเด็กเล่นทุกชั่วโมง อาหารอร่อย ถ้าเที่ยงอาจรอนานหน่อย,1,youtube,12/9/2018
R1517,วิวดีบรรยากาศน่าอยู่มีความโมเดรินแต่ของหรืออาหารเครื่องดื่มค่อนข้างจะแพง,1,youtube,9/12/2025
R1518,บรรยากาศดี ริมน้ำเจ้าพระยา อาหารดี มีกิจกรรมดีดีที่ไม่ต้องใช้อิเลคทรอนิคส์,1,youtube,5/31/2021
R1519,จัดการพื้นที่ได้เรียบร้อย เป็นระเบียบ สถานที่ติดริมน้ำที่น่าแวะเวียนมากครับ,1,youtube,9/18/2022
R1520,ดีจ้า...สนุก สวย วิว อิ่ม,1,youtube,3/3/2024
R1521,มีกิจกรรมให้ทำมากมาย มีคลาสศิลปะที่ต้องเสียเงิน แต่ดูน่าสนใจมากสำหรับครอบครัว,1,youtube,2/19/2024
R1522,สำหรับเด็กก็มีชิงช้า สไลเดอร์ และอื่นๆ,1,youtube,2/3/2019
R1523,รูปสวยๆเยอะเหลือเกิน,1,youtube,9/4/2024
R1524,ผักย่างอร่อย,1,youtube,1/1/2019
R1525,มีมุมถ่ายรูปมากมาย!!!,1,youtube,11/4/2024
R1526,ห้องพักสะอาดดี ใกล้สนามบินดอนเมือง เดินทางสะดวก,1,youtube,10/24/2020
R1527,เจอขนบนผ้าห่มกับเส้นผมบนพื้น ทำให้รู้สึกไม่ค่อยดี,1,youtube,9/14/2021
R1528,ห้องน้ำมีฝักบัวอุ่น สบู่ครบ แชมพีก็มี จอดรถง่าย,1,youtube,4/29/2024
R1529,พนักงานดูไม่ค่อยเต็มใจบริการ สีหน้าไม่เป็นมิตร,1,youtube,7/16/2019
R1530,ห้องดูดี มีของว่างตอนเช้า แต่บางห้องประตูปิดไม่สนิท,1,youtube,12/11/2020
R1531,พนักงานอัธยาศัยดีมาก แนะนำร้านข้างนอกเก่ง,1,youtube,2/20/2024
R1532,การเดินทางสะดวก ที่จอดรถมี พนักงานยิ้มแย้ม,1,youtube,5/7/2020
R1533,ใกล้แหล่งช้อปปิ้ง ใกล้ร้านอาหาร สะดวกสุด ๆ,1,youtube,4/15/2018
R1534,อยู่ไม่ไกลฟิวเจอร์ปาร์ค ห้องโอเคเลย,1,youtube,10/26/2020
R1535,ห้องสะอาด นอนสบาย ขนส่งสาธารณะอยู่ใกล้,1,youtube,10/24/2020
R1536,เตียงนุ่มดี ห้องน้ำโอเค แต่เสียงจากถนนดัง,1,youtube,3/10/2024
R1537,ได้คีย์การ์ดแค่ใบเดียว ลำบากถ้าต้องออกคนเดียว,0,youtube,4/9/2023
R1538,ใกล้เมเจอร์ เดินไปร้านอาหารได้ง่าย,1,youtube,5/27/2020
R1539,ใกล้สนามบิน ราคาดี เหมาะกับคนต้องการความเร็ว,0,youtube,5/18/2024
R1540,ห้องเล็กแต่สะอาด ไม่มีอาหารเช้า มีของใช้พื้นฐาน,1,youtube,9/21/2023
R1541,แม่บ้านใจดีมาก เดินทางง่าย ใกล้ร้านสะดวกซื้อ,1,youtube,2/7/2020
R1542,เสียงจากถนนดัง ห้องไม่เก็บเสียงเท่าไหร่,1,youtube,10/11/2024
R1543,โรงแรมสะอาด ติดถนนใหญ่ ใกล้แหล่งของกิน,1,youtube,10/26/2021
R1544,ห้องดูดี สะอาด คุ้มค่าราคาที่จ่าย,0,youtube,8/8/2022
R1545,น้ำฝักบัวเบา ห้องเล็ก ไม่มีไดร์เป่าผม,1,youtube,4/18/2024
R1546,พนักงานบริการน่ารัก พูดจาดีมาก,1,youtube,9/8/2021
R1547,ไม่มีสบู่ ต้องใช้แชมพูแทน,1,youtube,2/25/2024
R1548,จอดรถได้แต่ไม่มีหลังคา บริการทั่วไปโอเค,1,youtube,7/25/2021
R1549,ทำเลใช้ได้ ใกล้ตลาด ห้าง ร้านสะดวก,1,youtube,3/9/2024
R1550,แอร์เย็น ห้องพอใช้ แต่เสียงรถรบกวน,1,youtube,10/18/2020
R1551,ห้องใหม่ สะอาดดี แต่หาทางเข้าโรงแรมยาก,1,youtube,5/23/2020
R1552,ใกล้ศูนย์อาหาร มีร้านอาหารเพียบ,1,youtube,6/6/2024
R1553,ห้องติดห้าง เดินเล่นได้เลย,0,youtube,4/3/2024
R1554,ห้องใหม่ ราคาไม่แรง แนะนำเลย,1,youtube,6/20/2021
R1555,พนักงานดูแลดี แม่บ้านขยัน,1,youtube,5/15/2019
R1556,แอร์เย็นเร็ว ห้องใหญ่ใช้ได้,1,youtube,12/25/2022
R1557,ห้องสะอาด เตียงดี บริการทั่วถึง,1,youtube,11/13/2022
R1558,ไม่มีหมวกคลุมผม ต้องเตรียมมาเอง,1,youtube,6/1/2024
R1559,เดินไปห้างไม่เกิน 5 นาที,1,youtube,8/10/2020
R1560,ใกล้รถตู้เมเจอร์ สะดวก,1,youtube,6/28/2019
R1561,จอดรถได้หลายคัน ไม่มีหลังคา,1,youtube,11/3/2018
R1562,ห้องแคบแต่น้ำแรงดี,1,youtube,9/17/2022
R1563,ราคาคุ้ม บริการเหมาะสม,1,youtube,1/17/2018
R1564,เตียงนอนสบาย แอร์ดี,1,youtube,5/4/2023
R1565,ไม่มีรถก็เดินทางสะดวก,1,youtube,10/7/2024
R1566,พักมาหลายรอบ ยังดีเหมือนเดิม,1,youtube,3/15/2023
R1567,ห้องราคาไม่แพงแต่คุณภาพเกิน,1,youtube,8/27/2019
R1568,ห้องเงียบ หลับได้สบาย,1,youtube,8/21/2023
R1569,ห้องเล็กแต่น่ารัก,1,youtube,7/17/2022
